customer_id,num_triggers,num_distinct_types,alert_types,max_severity,crr_tier,composite_crr,anomaly_same_month,priority_score,triage_tier
CUST_103265,7,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.6401499558869508,True,0.7990524845604329,P1 - Critical
CUST_100372,1,1,['Layering'],Critical,Medium,0.3720795713594159,True,0.7802278499757956,P1 - Critical
CUST_105594,1,1,['Layering'],Critical,Medium,0.3537819214872424,True,0.7738236725205349,P1 - Critical
CUST_100653,1,1,['Layering'],Critical,Medium,0.2723256904777273,True,0.7453139916672046,P1 - Critical
CUST_103523,1,1,['Layering'],Critical,Medium,0.2700089192265802,True,0.7445031217293031,P1 - Critical
CUST_103840,1,1,['Rapid Movement'],High,High,0.626620561884021,True,0.7443171966594074,P1 - Critical
CUST_107773,1,1,['Rapid Movement'],High,High,0.5947209231714718,True,0.7331523231100151,P1 - Critical
CUST_107039,1,1,['Rapid Movement'],High,High,0.5905059072518092,True,0.7316770675381332,P1 - Critical
CUST_104602,1,1,['Rapid Movement'],High,High,0.5565813916328562,True,0.7198034870714997,P1 - Critical
CUST_108814,1,1,['Rapid Movement'],High,High,0.5308508164485215,True,0.7107977857569826,P1 - Critical
CUST_102486,2,2,"['Structuring (7-day)', 'Rapid Movement']",High,High,0.7654685494223363,False,0.6929139922978178,P1 - Critical
CUST_109561,1,1,['Rapid Movement'],High,High,0.4786449591926869,True,0.6925257357174405,P1 - Critical
CUST_103058,6,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.7222130114637174,False,0.6777745540123011,P1 - Critical
CUST_102265,1,1,['Rapid Movement'],High,High,0.4362853925472296,True,0.6776998873915304,P1 - Critical
CUST_104045,6,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.7144353688405511,False,0.6750523790941929,P1 - Critical
CUST_104241,7,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.7124291553825786,False,0.6743502043839025,P1 - Critical
CUST_103119,2,2,"['Structuring (7-day)', 'Rapid Movement']",High,High,0.6932043877438472,False,0.6676215357103465,P1 - Critical
CUST_101500,1,1,['Rapid Movement'],High,High,0.4048160261123894,True,0.6666856091393363,P1 - Critical
CUST_104371,7,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.665374506928906,False,0.6578810774251171,P1 - Critical
CUST_103014,1,1,['Layering'],Critical,High,0.45050752081446,False,0.657677632285061,P1 - Critical
CUST_104768,7,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.6461417363687736,False,0.6511496077290708,P1 - Critical
CUST_109694,1,1,['Rapid Movement'],High,Medium,0.3570879899890229,True,0.649980796496158,P1 - Critical
CUST_104942,1,1,['Layering'],Critical,High,0.4260755672527736,False,0.6491264485384708,P1 - Critical
CUST_104521,8,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.6369300071029419,False,0.6479255024860298,P1 - Critical
CUST_100459,1,1,['Rapid Movement'],High,Medium,0.3456357835232297,True,0.6459725242331303,P1 - Critical
CUST_104103,3,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.6249029580507803,False,0.6437160353177731,P1 - Critical
CUST_105739,4,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.6216504098020473,False,0.6425776434307167,P1 - Critical
CUST_108380,1,1,['Layering'],Critical,Medium,0.3996345572465306,False,0.6398720950362857,P1 - Critical
CUST_108067,1,1,['Layering'],Critical,Medium,0.3822624233787988,False,0.6337918481825795,P1 - Critical
CUST_104082,1,1,['Layering'],Critical,Medium,0.3692353405063522,False,0.6292323691772232,P1 - Critical
CUST_105507,1,1,['Layering'],Critical,Medium,0.3638834292216401,False,0.6273592002275741,P1 - Critical
CUST_106400,6,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.5738080523308675,False,0.6258328183158037,P1 - Critical
CUST_109313,4,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.5660582366864233,False,0.6231203828402482,P1 - Critical
CUST_109985,6,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.5533536819567073,False,0.6186737886848476,P2 - High
CUST_103175,2,1,['Structuring (7-day)'],Medium,High,0.6125507324234006,True,0.6143927563481902,P2 - High
CUST_102058,1,1,['Layering'],Critical,Medium,0.3223429302353079,False,0.6128200255823577,P2 - High
CUST_106433,1,1,['Layering'],Critical,Medium,0.3137493855590013,False,0.6098122849456504,P2 - High
CUST_109004,8,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.5216109112508956,False,0.6075638189378135,P2 - High
CUST_100820,1,1,['Layering'],Critical,Medium,0.3025221042757643,False,0.6058827364965175,P2 - High
CUST_101280,1,1,['Layering'],Critical,Medium,0.2958860828132933,False,0.6035601289846526,P2 - High
CUST_104690,7,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.5093119443426656,False,0.603259180519933,P2 - High
CUST_101511,1,1,['Layering'],Critical,Medium,0.2896558461960091,False,0.6013795461686031,P2 - High
CUST_103344,1,1,['Layering'],Critical,Medium,0.2858545390976626,False,0.6000490886841819,P2 - High
CUST_103720,1,1,['Rapid Movement'],High,High,0.6334827967151293,False,0.5967189788502952,P2 - High
CUST_104406,1,1,['Layering'],Critical,Medium,0.2720434070278797,False,0.5952151924597578,P2 - High
CUST_107021,1,1,['Rapid Movement'],High,High,0.603435052575677,False,0.5862022684014869,P2 - High
CUST_102506,1,1,['Rapid Movement'],High,High,0.5946928171093392,False,0.5831424859882687,P2 - High
CUST_109531,1,1,['Rapid Movement'],High,High,0.5898809609844051,False,0.5814583363445418,P2 - High
CUST_104271,1,1,['Rapid Movement'],High,High,0.5825143366864822,False,0.5788800178402688,P2 - High
CUST_107241,5,1,['Structuring (7-day)'],Medium,High,0.5098913368684419,True,0.5784619679039547,P2 - High
CUST_102444,1,1,['Rapid Movement'],High,High,0.5801339348669775,False,0.5780468772034422,P2 - High
CUST_102615,4,2,"['Structuring (1-day)', 'Structuring (7-day)']",High,High,0.4365438039068901,False,0.5777903313674115,P2 - High
CUST_102168,1,1,['Rapid Movement'],High,High,0.5774591109937793,False,0.5771106888478228,P2 - High
CUST_102980,1,1,['Rapid Movement'],High,High,0.5773356054209183,False,0.5770674618973214,P2 - High
CUST_105431,1,1,['Layering'],Critical,Medium,0.2138588236086785,False,0.5748505882630375,P2 - High
CUST_100969,1,1,['Layering'],Critical,Medium,0.2119963061250743,False,0.574198707143776,P2 - High
