customer_id,alert_type,severity,status,suppression_reason,window_start,total_amount,num_deposits,inflow_timestamp,inflow_amount,outflow_ratio,hop1_timestamp,hop1_amount,hop3_to_country
CUST_102615,Structuring (1-day),High,Active,,2023-03-11 14:00:00,92854.57,2.0,,,,,,
CUST_102615,Structuring (1-day),High,Active,,2023-03-12 13:00:00,87206.6,2.0,,,,,,
CUST_103058,Structuring (1-day),High,Active,,2023-05-29 15:00:00,72442.71,2.0,,,,,,
CUST_103265,Structuring (1-day),High,Active,,2023-03-06 12:00:00,62108.55,2.0,,,,,,
CUST_103265,Structuring (1-day),High,Active,,2023-03-08 14:00:00,68471.48,2.0,,,,,,
CUST_104045,Structuring (1-day),High,Active,,2023-09-20 14:00:00,84002.6,2.0,,,,,,
CUST_104103,Structuring (1-day),High,Active,,2023-10-20 14:00:00,107018.89,2.0,,,,,,
CUST_104241,Structuring (1-day),High,Active,,2023-06-16 11:00:00,73102.21,2.0,,,,,,
CUST_104241,Structuring (1-day),High,Active,,2023-06-18 14:00:00,85490.58,2.0,,,,,,
CUST_104371,Structuring (1-day),High,Active,,2023-09-29 14:00:00,90342.79,2.0,,,,,,
CUST_104371,Structuring (1-day),High,Active,,2023-10-01 14:00:00,81968.7,2.0,,,,,,
CUST_104521,Structuring (1-day),High,Active,,2023-03-28 11:00:00,89203.26,2.0,,,,,,
CUST_104521,Structuring (1-day),High,Active,,2023-03-31 15:00:00,79814.44,2.0,,,,,,
CUST_104521,Structuring (1-day),High,Active,,2023-04-01 14:00:00,77954.76,2.0,,,,,,
CUST_104690,Structuring (1-day),High,Active,,2023-05-25 11:00:00,94717.09,2.0,,,,,,
CUST_104690,Structuring (1-day),High,Active,,2023-05-26 10:00:00,93897.74,2.0,,,,,,
CUST_104690,Structuring (1-day),High,Active,,2023-05-28 15:00:00,76562.58,2.0,,,,,,
CUST_104768,Structuring (1-day),High,Active,,2023-08-22 14:00:00,92160.14,2.0,,,,,,
CUST_104768,Structuring (1-day),High,Active,,2023-08-24 11:00:00,82714.87,2.0,,,,,,
CUST_105739,Structuring (1-day),High,Active,,2023-05-06 12:00:00,95648.17,2.0,,,,,,
CUST_106400,Structuring (1-day),High,Active,,2023-05-24 15:00:00,78179.11,2.0,,,,,,
CUST_106400,Structuring (1-day),High,Active,,2023-05-25 14:00:00,79283.69,2.0,,,,,,
CUST_109004,Structuring (1-day),High,Active,,2023-01-25 14:00:00,98093.46,2.0,,,,,,
CUST_109004,Structuring (1-day),High,Active,,2023-01-28 15:00:00,79426.67,2.0,,,,,,
CUST_109004,Structuring (1-day),High,Active,,2023-01-29 13:00:00,90776.34,2.0,,,,,,
CUST_109313,Structuring (1-day),High,Active,,2023-10-03 12:00:00,98382.02,2.0,,,,,,
CUST_109985,Structuring (1-day),High,Active,,2023-06-17 15:00:00,76996.76,2.0,,,,,,
CUST_109985,Structuring (1-day),High,Active,,2023-06-19 15:00:00,83519.19,2.0,,,,,,
CUST_100239,Structuring (7-day),Medium,Active,,2023-06-29 13:00:00,53956.69,4.0,,,,,,
CUST_100302,Structuring (7-day),Medium,Active,,2023-08-30 10:00:00,68829.41,4.0,,,,,,
CUST_100302,Structuring (7-day),Medium,Active,,2023-08-31 14:00:00,50992.23,3.0,,,,,,
CUST_100330,Structuring (7-day),Medium,Active,,2023-07-29 10:00:00,53355.73,4.0,,,,,,
CUST_100603,Structuring (7-day),Medium,Active,,2023-06-14 10:00:00,77252.29,4.0,,,,,,
CUST_100603,Structuring (7-day),Medium,Active,,2023-06-15 12:00:00,58441.03,3.0,,,,,,
CUST_100694,Structuring (7-day),Medium,Active,,2023-07-25 13:00:00,59426.52,5.0,,,,,,
CUST_100827,Structuring (7-day),Medium,Active,,2023-03-30 12:00:00,56191.75,4.0,,,,,,
CUST_100827,Structuring (7-day),Medium,Active,,2023-06-25 10:00:00,67377.06,5.0,,,,,,
CUST_100827,Structuring (7-day),Medium,Active,,2023-06-26 12:00:00,53656.5,4.0,,,,,,
CUST_100847,Structuring (7-day),Medium,Active,,2023-05-19 12:00:00,52539.28,5.0,,,,,,
CUST_100850,Structuring (7-day),Medium,Active,,2023-04-04 09:00:00,78028.51,4.0,,,,,,
CUST_100850,Structuring (7-day),Medium,Active,,2023-04-05 14:00:00,58226.84,3.0,,,,,,
CUST_100961,Structuring (7-day),Medium,Active,,2023-04-29 12:00:00,131404.6,3.0,,,,,,
CUST_100961,Structuring (7-day),Medium,Active,,2023-05-01 13:00:00,87077.86,2.0,,,,,,
CUST_100965,Structuring (7-day),Medium,Active,,2023-10-22 11:00:00,58262.32,6.0,,,,,,
CUST_101031,Structuring (7-day),Medium,Active,,2023-03-10 11:00:00,55297.52,5.0,,,,,,
CUST_101154,Structuring (7-day),Medium,Active,,2023-02-14 10:00:00,59707.9,4.0,,,,,,
CUST_101257,Structuring (7-day),Medium,Active,,2023-07-10 09:00:00,72943.95,5.0,,,,,,
CUST_101257,Structuring (7-day),Medium,Active,,2023-07-11 10:00:00,57026.36,4.0,,,,,,
CUST_101362,Structuring (7-day),Medium,Active,,2023-01-23 15:00:00,72435.88,5.0,,,,,,
CUST_101362,Structuring (7-day),Medium,Active,,2023-01-24 11:00:00,57197.87,4.0,,,,,,
CUST_101375,Structuring (7-day),Medium,Active,,2023-07-12 09:00:00,76175.55,4.0,,,,,,
CUST_101375,Structuring (7-day),Medium,Active,,2023-07-13 09:00:00,54482.22,3.0,,,,,,
CUST_101378,Structuring (7-day),Medium,Active,,2023-06-24 12:00:00,75710.07,5.0,,,,,,
CUST_101378,Structuring (7-day),Medium,Active,,2023-06-25 11:00:00,61592.25,4.0,,,,,,
CUST_101504,Structuring (7-day),Medium,Active,,2023-05-07 12:00:00,63516.44,5.0,,,,,,
CUST_101504,Structuring (7-day),Medium,Active,,2023-05-08 10:00:00,52072.64,4.0,,,,,,
CUST_101539,Structuring (7-day),Medium,Active,,2023-04-19 12:00:00,56308.46,4.0,,,,,,
CUST_101640,Structuring (7-day),Medium,Active,,2023-09-01 10:00:00,58102.15,4.0,,,,,,
CUST_101643,Structuring (7-day),Medium,Active,,2023-09-06 10:00:00,71066.37,5.0,,,,,,
CUST_101643,Structuring (7-day),Medium,Active,,2023-09-07 11:00:00,55657.24,4.0,,,,,,
CUST_101696,Structuring (7-day),Medium,Active,,2023-04-20 15:00:00,58251.37,4.0,,,,,,
CUST_101775,Structuring (7-day),Medium,Active,,2023-09-27 10:00:00,62151.29,5.0,,,,,,
CUST_101789,Structuring (7-day),Medium,Active,,2023-09-30 10:00:00,71878.67,4.0,,,,,,
CUST_101789,Structuring (7-day),Medium,Active,,2023-10-01 14:00:00,52303.79,3.0,,,,,,
CUST_101805,Structuring (7-day),Medium,Active,,2023-07-05 13:00:00,54547.73,4.0,,,,,,
CUST_101819,Structuring (7-day),Medium,Active,,2023-10-17 15:00:00,71001.04,6.0,,,,,,
CUST_101819,Structuring (7-day),Medium,Active,,2023-10-18 15:00:00,60997.63,5.0,,,,,,
CUST_102038,Structuring (7-day),Medium,Active,,2023-06-21 15:00:00,70368.2,6.0,,,,,,
CUST_102038,Structuring (7-day),Medium,Active,,2023-06-22 10:00:00,59761.3,5.0,,,,,,
CUST_102074,Structuring (7-day),Medium,Active,,2023-02-25 15:00:00,69416.6,5.0,,,,,,
CUST_102074,Structuring (7-day),Medium,Active,,2023-02-26 13:00:00,56927.95,4.0,,,,,,
CUST_102228,Structuring (7-day),Medium,Active,,2023-06-16 11:00:00,55547.0,6.0,,,,,,
CUST_102258,Structuring (7-day),Medium,Active,,2023-09-07 09:00:00,69625.68,5.0,,,,,,
CUST_102258,Structuring (7-day),Medium,Active,,2023-09-08 14:00:00,57536.31,4.0,,,,,,
CUST_102286,Structuring (7-day),Medium,Active,,2023-08-04 12:00:00,62804.12,4.0,,,,,,
CUST_102289,Structuring (7-day),Medium,Active,,2023-06-30 13:00:00,55912.54,5.0,,,,,,
CUST_102320,Structuring (7-day),Medium,Active,,2023-04-25 09:00:00,60677.68,5.0,,,,,,
CUST_102439,Structuring (7-day),Medium,Active,,2023-02-09 13:00:00,50307.36,6.0,,,,,,
CUST_102461,Structuring (7-day),Medium,Active,,2023-02-02 11:00:00,56042.45,4.0,,,,,,
CUST_102486,Structuring (7-day),Medium,Active,,2023-05-18 15:00:00,52404.24,5.0,,,,,,
CUST_102615,Structuring (7-day),Medium,Active,,2023-03-11 14:00:00,134218.97,3.0,,,,,,
CUST_102615,Structuring (7-day),Medium,Active,,2023-03-12 13:00:00,87206.6,2.0,,,,,,
CUST_102753,Structuring (7-day),Medium,Active,,2023-10-04 13:00:00,66991.82,6.0,,,,,,
CUST_102753,Structuring (7-day),Medium,Active,,2023-10-05 13:00:00,57939.55,5.0,,,,,,
CUST_102835,Structuring (7-day),Medium,Active,,2023-05-30 14:00:00,70410.75,6.0,,,,,,
CUST_102835,Structuring (7-day),Medium,Active,,2023-05-31 14:00:00,55919.39,5.0,,,,,,
CUST_102880,Structuring (7-day),Medium,Active,,2023-03-28 15:00:00,72091.21,4.0,,,,,,
CUST_102880,Structuring (7-day),Medium,Active,,2023-03-29 10:00:00,54652.58,3.0,,,,,,
CUST_102916,Structuring (7-day),Medium,Active,,2023-02-20 15:00:00,73299.31,5.0,,,,,,
CUST_102916,Structuring (7-day),Medium,Active,,2023-02-21 09:00:00,59654.26,4.0,,,,,,
CUST_102943,Structuring (7-day),Medium,Active,,2023-09-17 09:00:00,56565.97,6.0,,,,,,
CUST_102974,Structuring (7-day),Medium,Active,,2023-02-20 11:00:00,145639.27,3.0,,,,,,
CUST_102974,Structuring (7-day),Medium,Active,,2023-02-22 12:00:00,98085.22,2.0,,,,,,
CUST_103052,Structuring (7-day),Medium,Active,,2023-06-19 09:00:00,70613.08,4.0,,,,,,
CUST_103058,Structuring (7-day),Medium,Active,,2023-05-26 12:00:00,194952.58,6.0,,,,,,
CUST_103058,Structuring (7-day),Medium,Active,,2023-05-27 15:00:00,165136.43,5.0,,,,,,
CUST_103058,Structuring (7-day),Medium,Active,,2023-05-28 15:00:00,134003.95,4.0,,,,,,
CUST_103058,Structuring (7-day),Medium,Active,,2023-05-29 15:00:00,104613.15,3.0,,,,,,
CUST_103058,Structuring (7-day),Medium,Active,,2023-05-30 12:00:00,66581.58,2.0,,,,,,
CUST_103119,Structuring (7-day),Medium,Active,,2023-09-06 11:00:00,59538.49,4.0,,,,,,
CUST_103157,Structuring (7-day),Medium,Active,,2023-02-17 15:00:00,68961.02,6.0,,,,,,
CUST_103157,Structuring (7-day),Medium,Active,,2023-02-18 12:00:00,58280.56,5.0,,,,,,
CUST_103175,Structuring (7-day),Medium,Active,,2023-03-16 12:00:00,70503.43,4.0,,,,,,
CUST_103175,Structuring (7-day),Medium,Active,,2023-03-17 14:00:00,53236.29,3.0,,,,,,
CUST_103189,Structuring (7-day),Medium,Active,,2023-08-20 13:00:00,64725.97,4.0,,,,,,
CUST_103265,Structuring (7-day),Medium,Active,,2023-03-05 12:00:00,190627.68,6.0,,,,,,
CUST_103265,Structuring (7-day),Medium,Active,,2023-03-06 12:00:00,159827.34,5.0,,,,,,
CUST_103265,Structuring (7-day),Medium,Active,,2023-03-07 09:00:00,126545.6,4.0,,,,,,
CUST_103265,Structuring (7-day),Medium,Active,,2023-03-08 14:00:00,97718.79,3.0,,,,,,
CUST_103265,Structuring (7-day),Medium,Active,,2023-03-09 09:00:00,60109.49,2.0,,,,,,
CUST_103296,Structuring (7-day),Medium,Active,,2023-09-22 12:00:00,67531.7,6.0,,,,,,
CUST_103296,Structuring (7-day),Medium,Active,,2023-09-23 14:00:00,55755.0,5.0,,,,,,
CUST_103351,Structuring (7-day),Medium,Active,,2023-08-31 10:00:00,67712.66,4.0,,,,,,
CUST_103418,Structuring (7-day),Medium,Active,,2023-07-09 10:00:00,66106.7,6.0,,,,,,
CUST_103418,Structuring (7-day),Medium,Active,,2023-07-10 12:00:00,56665.33,5.0,,,,,,
CUST_103727,Structuring (7-day),Medium,Active,,2023-08-25 10:00:00,60986.43,4.0,,,,,,
CUST_103813,Structuring (7-day),Medium,Active,,2023-04-03 11:00:00,64979.95,5.0,,,,,,
CUST_103845,Structuring (7-day),Medium,Active,,2023-09-07 12:00:00,63622.86,6.0,,,,,,
CUST_103845,Structuring (7-day),Medium,Active,,2023-09-08 14:00:00,52535.18,5.0,,,,,,
CUST_103875,Structuring (7-day),Medium,Active,,2023-07-26 09:00:00,69370.67,4.0,,,,,,
CUST_103916,Structuring (7-day),Medium,Active,,2023-05-22 09:00:00,59443.98,5.0,,,,,,
CUST_103954,Structuring (7-day),Medium,Active,,2023-06-05 14:00:00,68405.82,6.0,,,,,,
CUST_103954,Structuring (7-day),Medium,Active,,2023-06-06 09:00:00,55534.35,5.0,,,,,,
